financials.arpu_max,financials.arpu_min,financials.arr_max,financials.arr_min,financials.cac_max,financials.cac_min,financials.created_at,financials.gross_churn_max,financials.gross_churn_min,financials.id,financials.ltv_cac,financials.ltv_dollars,financials.ltv_months,financials.mrr_max,financials.mrr_min,financials.num_customers_max,financials.num_customers_min,financials.raised,financials.revenue_2016,financials.revenue_2017,financials.updated_at,id,industry,location,logo_url,name,num_employees,podcast.guest.advice,podcast.guest.age,podcast.guest.favorite_book_name,podcast.guest.favorite_book_url,podcast.guest.favorite_ceo_name,podcast.guest.favorite_ceo_url,podcast.guest.favorite_tool_name,podcast.guest.favorite_tool_url,podcast.guest.hours_sleep,podcast.guest.id,podcast.guest.kids,podcast.guest.married,podcast.guest.name,podcast.guest.url,podcast.id,podcast.url,private,sub_category,url,year_founded
150.0,150.0,810000.0,810000.0,700.0,700.0,Sat Feb 03 2018 08:01:49 GMT+0000 (UTC),4.0,4.0,RmluYW5jaWFsczo0MDE=,4.29,3000.0,25.0,67500.0,67500.0,450.0,450.0,1000000.0,216000,810000.0,Sat Feb 03 2018 08:01:51 GMT+0000 (UTC),Q29tcGFueToyNzg=,Sales Automation,"Sofia, Bulgaria",https://logo.clearbit.com/https://www.metrilo.com/,Metrilo,15.0,Life actually is as awesome as it seems.,29.0,Predictable revenue,,,,Numbers,,6,Rm91bmRlcjoyNzI=,0.0,No,Murry Ivanoff,https://www.linkedin.com/in/murry-ivanoff-532b8126/,UG9kY2FzdDoyNzI=,,False,CRM,https://www.metrilo.com/,2014.0
500.0,400.0,,88800000.0,,,Tue Dec 11 2018 03:57:26 GMT+0000 (UTC),,,RmluYW5jaWFsczoxNDcx,,,,,7400000.0,18000.0,18000.0,27000000.0,28800000,50000000.0,Wed Dec 19 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo4MDg=,Team Communication,"San Jose, California",https://logo.clearbit.com/https://www.wrike.com/,Wrike,600.0,Surround yourself with good people.,36.0,Team of teams,,Rob Bernshteyn,,Google Apps,,8,Rm91bmRlcjo3OTY=,2.0,Yes,Andrew Filev,https://www.linkedin.com/in/filev/,UG9kY2FzdDo3OTY=,,False,Project Management,https://www.wrike.com/,2006.0
1000.0,1000.0,300000.0,150000.0,,,Tue Nov 06 2018 12:16:37 GMT+0000 (UTC),,,RmluYW5jaWFsczoxMjY2,,,,25000.0,12500.0,30.0,30.0,15000.0,150000,150000.0,Sat Sep 01 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1MzA=,Business Intelligence,Slovenia,https://logo.clearbit.com/https://predictleads.com/,Predictleads,6.0,Go big from beginning.,31.0,Never Split The Difference,,Jack Welch,,Trello,,7,Rm91bmRlcjo1MjA=,0.0,No,Roq Xever,https://www.linkedin.com/in/rxever/,UG9kY2FzdDo1MjA=,,False,Industry Data,https://predictleads.com/,2017.0
100.0,100.0,1800000.0,1800000.0,,,Fri Feb 23 2018 18:08:21 GMT+0000 (UTC),,,RmluYW5jaWFsczo2NTg=,,1000.0,,150000.0,150000.0,1000.0,1000.0,1200000.0,1800000,,Wed Jul 20 2016 00:00:00 GMT+0000 (UTC),Q29tcGFueTo4Mw==,Marketing Automation,San Francisco,https://logo.clearbit.com/adespresso.com,AdEspresso,15.0,,,The Art of War,,,,,,6,Rm91bmRlcjo4Mw==,,No,Armando Biondi,,UG9kY2FzdDo4Mw==,https://soundcloud.com/nathan-latka/ep-70-hes-built-on-facebook,False,Paid Marketing,adespresso.com,2013.0
99.0,99.0,5940.0,5940.0,,,Sat Feb 24 2018 22:42:49 GMT+0000 (UTC),,,RmluYW5jaWFsczo2OTc=,,,,495.0,495.0,5.0,5.0,250000.0,5940,5940.0,Mon Jan 23 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueToxNTM=,Sales Automation,Australia,"https://crunchbase-production-res.cloudinary.com/image/upload/c_lpad,h_120,w_120,f_auto,b_white,q_auto:eco/v1479276777/xfg55j02vxddlneogmny.png",Smartbeat,6.0,“I wish I knew smartphones were coming”,37.0,Start with Why,http://amzn.to/2nRJ5Tv,Gary Vaynerchuk,https://www.garyvaynerchuk.com/,HubSpot,https://www.hubspot.com,No,Rm91bmRlcjoxNTM=,1.0,,Paul Trappitt,https://www.linkedin.com/in/paultrappitt/,UG9kY2FzdDoxNTM=,,False,Customer Engagement and Onboarding,smartbeat.io,2015.0
3.0,2.0,0.0,0.0,,,Wed Feb 21 2018 12:23:01 GMT+0000 (UTC),,,RmluYW5jaWFsczo1ODk=,,,,0.0,0.0,0.0,0.0,100000.0,0,,Wed Jul 20 2016 00:00:00 GMT+0000 (UTC),Q29tcGFueToxMDI=,Marketplace,India,https://logo.clearbit.com/karmacircles.com,KarmaCircles,6.0,Don’t stay in a company for more than two years.,38.0,Give and take,,Jeff Weiner,,Appear.in,,8,Rm91bmRlcjoxMDI=,,,Deepak Goel,,UG9kY2FzdDoxMDI=,https://soundcloud.com/nathan-latka/ep-401-quit-180k-microsoft-job,False,Teaching,karmacircles.com,2015.0
3000.0,3000.0,72000000.0,72000000.0,7200.0,7200.0,Fri Feb 23 2018 17:09:58 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo2MzM=,41.67,300000.0,100.0,6000000.0,6000000.0,2000.0,2000.0,34000000.0,36000000,72000000.0,Wed Jan 10 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueToyOTc=,Marketing Automation,"New York, NY",https://logo.clearbit.com/https://rokt.com/,ROKT,150.0,"Stay impatient, follow your dreams.",45.0,Long Walk to Freedom,,,,Expensify,https://www.expensify.com/,6,Rm91bmRlcjoyOTE=,5.0,Yes,Bruce Buchanan,https://www.linkedin.com/in/bruce-buchanan/,UG9kY2FzdDoyOTE=,,False,Advertising Analytics,https://rokt.com/,2012.0
1037.0,1037.0,11500000.0,11350000.0,4700.0,4700.0,Sat Nov 10 2018 12:08:49 GMT+0000 (UTC),2.0,1.0,RmluYW5jaWFsczoxMjgx,22.06,103700.0,100.0,958000.0,958000.0,913.0,913.0,45000000.0,7700000,11496000.0,Thu Sep 06 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1MzQ=,Sales Automation,"Bristol, UK",https://logo.clearbit.com/https://www.brightpearl.com/,Brightpearl,84.0,Importance of management expectation with ambition.,50.0,The Art of War,,"Francis Desezue, CEO of Alumina",,Bamboo HR,,8,Rm91bmRlcjo1MjQ=,2.0,Yes,Derek O’Carroll,https://www.linkedin.com/in/derekocarroll/?originalSubdomain=uk,UG9kY2FzdDo1MjQ=,,False,CRM,https://www.brightpearl.com/,2008.0
,30.0,,2000000.0,,300.0,Thu Jan 11 2018 01:13:19 GMT+0000 (UTC),,1.0,RmluYW5jaWFsczozNjE=,10.0,3000.0,100.0,,166000.0,,4000.0,18500000.0,800000,1992000.0,Sat Jul 29 2017 18:03:52 GMT+0000 (UTC),Q29tcGFueToyMDQ=,Technical Solutions,"San Francisco, CA",https://logo.clearbit.com/https://www.bugsnag.com/,Bugsnag,35.0,You don't get what you don't ask for.,33.0,Radical Focus,https://www.amazon.com/gp/product/0996006028/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0996006028&linkCode=as2&tag=nathanlatkaco-20&linkId=139107a2e1fd0fc4c3a137a006fd9f9f,Jeff Bezos,,eShares,https://esharesinc.com/,8,Rm91bmRlcjoyMDQ=,0.0,Yes,James Smith,https://www.linkedin.com/in/loopj/,UG9kY2FzdDoyMDQ=,https://soundcloud.com/nathan-latka/762-4000-developers-pay-them,False,Testing,https://www.bugsnag.com/,2013.0
665.0,665.0,10374000.0,10374000.0,4000.0,4000.0,Wed Oct 10 2018 11:02:25 GMT+0000 (UTC),2.0,2.0,RmluYW5jaWFsczoxMTMx,8.31,33250.0,50.0,864500.0,864500.0,1300.0,1300.0,13000000.0,3960000,,Wed Nov 02 2016 00:00:00 GMT+0000 (UTC),Q29tcGFueTo0,Business Intelligence,Utah,https://logo.clearbit.com/grow.com,Grow,100.0,Be more confident in my gut.,38.0,Extreme Ownership,,"Ryan Smith, Qualtrics",,SalesForce,,7.5,Rm91bmRlcjo0,5.0,Yes,Rob Nelson,https://www.linkedin.com/in/robwnelson,UG9kY2FzdDo0,https://soundcloud.com/nathan-latka/ep-491-13m-in-funding-grow-com,False,Dashboards,grow.com,2014.0
1000.0,1000.0,3120000.0,2880000.0,,,Fri Feb 23 2018 18:34:30 GMT+0000 (UTC),0.0,0.0,RmluYW5jaWFsczo2NzA=,,,,260000.0,240000.0,260.0,240.0,16000000.0,1200000,2880000.0,Wed Jun 07 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueTozMDY=,Technical Solutions,"Sunnyvale, CA",https://logo.clearbit.com/https://verdigris.co/,Verdigris,30.0,Wish I’d be more growth minded and started earlier.,40.0,How the Mighty Fall,,Mark Zuckerberg,,Pivotal,,8,Rm91bmRlcjozMDA=,2.0,Yes,Mark Chung,https://www.linkedin.com/in/markchung/,UG9kY2FzdDozMDA=,https://soundcloud.com/nathan-latka/751-iot-electricity-measuring,False,Data Crunching,https://verdigris.co/,2012.0
400.0,400.0,4800000.0,4800000.0,1100.0,1100.0,Fri Feb 23 2018 17:09:22 GMT+0000 (UTC),3.0,2.0,RmluYW5jaWFsczo2MzI=,21.82,24000.0,60.0,400000.0,400000.0,,1000.0,5000000.0,2400000,4800000.0,Wed Jan 10 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTozMDE=,Marketing Automation,"Los Angeles, CA",https://logo.clearbit.com/https://www.enplug.com/,ENPLUG,20.0,Buy BitCoin.,27.0,The Hard Thing About Hard Things,,Bill Gates,,Slack,https://slack.com/,5,Rm91bmRlcjoyOTU=,,No,Nanxi Liu,https://www.linkedin.com/in/nanxi/,UG9kY2FzdDoyOTU=,,False,,https://www.enplug.com/,2012.0
3875.0,3875.0,200000000.0,200000000.0,,,Fri Jan 18 2019 10:30:20 GMT+0000 (UTC),,,RmluYW5jaWFsczoxNTgx,,,,16666667.0,16666667.0,4300.0,4300.0,191000000.0,200000004,200000004.0,Tue Sep 25 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo2MDM=,Technical Solutions,"Waltham, Massachusetts",https://logo.clearbit.com/https://www.carbonblack.com/,Carbon Black,1187.0,Power of persistence.,52.0,Built to last,,Satya Nadella,,Harvard Business Review,,7,Rm91bmRlcjo1OTM=,2.0,Yes,Patrick Morley,https://www.linkedin.com/in/patrickmorley,UG9kY2FzdDo1OTM=,,False,Security,https://www.carbonblack.com/,2002.0
2000.0,1000.0,12000000.0,8000000.0,,,Fri Feb 23 2018 17:14:45 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo2MzQ=,,100000.0,100.0,1000000.0,666000.0,500.0,,0.0,3600000,7992000.0,Tue Jan 16 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTozMTE=,Business Intelligence,"Boston, MA",https://logo.clearbit.com/https://www.profitwell.com/,ProfitWell,38.0,Take better care of yourself.,30.0,High Output Management,,Michael Bloomberg,,Mixmax,,6,Rm91bmRlcjozMDU=,0.0,No,Patrick Campbell,https://www.linkedin.com/in/patrickccampbell/,UG9kY2FzdDozMDU=,,False,Internal Data,https://www.profitwell.com/,2013.0
35.0,35.0,2280000.0,2160000.0,,,Fri Feb 23 2018 18:06:08 GMT+0000 (UTC),3.0,3.0,RmluYW5jaWFsczo2NTc=,,1166.0,33.33,190000.0,180000.0,5500.0,5500.0,445000.0,1200000,2160000.0,Fri Sep 08 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueToxNzU=,Sales Automation,San Francisco,https://dm3z1jexb3zz4.cloudfront.net/public/images/core/Images/Illustrations-Icons/_159xAUTO_fit_center-center/logo-white-tagline@2x.png?mtime=20181031171906,Badger Maps,55.0,Follow the things you enjoy and are good at.,39.0,Predictable Revenue,,Jason Lemkin,,Gmail,,6,Rm91bmRlcjoxNzU=,0.0,Yes,Steven Benson,https://www.linkedin.com/in/grandrew,UG9kY2FzdDoxNzU=,https://soundcloud.com/nathan-latka/867-saas-80-yoy-growth-badger,False,Schedule Meetings,badgermapping.com,2012.0
2500.0,2500.0,2000000.0,2000000.0,16000.0,,Mon Feb 26 2018 13:29:44 GMT+0000 (UTC),5.0,,RmluYW5jaWFsczo3MTE=,3.13,50000.0,20.0,166000.0,166000.0,100.0,100.0,3400000.0,1992000,,Wed Dec 07 2016 00:00:00 GMT+0000 (UTC),Q29tcGFueToxMjA=,Sales Automation,"Israel, Miami, Boston",https://logo.clearbit.com/unomy.com,Unomy,24.0,“Just do whatever you love and are passionate about and everything will be good”,34.0,Pitch Anything,https://www.amazon.com/Pitch-Anything-Innovative-Presenting-Persuading/dp/0071752854,,,Calendly,https://calendly.com/,No,Rm91bmRlcjoxMjA=,,,Gal Harzvi,https://www.linkedin.com/in/gal-har-zvi-06012530,UG9kY2FzdDoxMjA=,,False,Contact Data,unomy.com,2014.0
100.0,100.0,7200000.0,6000000.0,700.0,700.0,Tue Oct 09 2018 10:49:07 GMT+0000 (UTC),4.0,3.0,RmluYW5jaWFsczoxMTI0,3.57,2500.0,25.0,600000.0,500000.0,8500.0,8500.0,20000000.0,6000000,6000000.0,Fri Jul 07 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueToz,Business Intelligence,Ottawa,https://logo.clearbit.com/klipfolio.com,Klipfolio,90.0,"Listen, build something of value and then see if you could raise money.",43.0,Lead by Greatness,,Tobias Lütke,, SEO Plus Chrome plug in and Owler,,7,Rm91bmRlcjo5OA==,2.0,,Allan Willie,https://www.linkedin.com/in/allanwille,UG9kY2FzdDoz,,False,Dashboards,klipfolio.com,2012.0
10.0,10.0,12000000.0,12000000.0,,,Tue May 29 2018 08:46:53 GMT+0000 (UTC),,,RmluYW5jaWFsczo4MDM=,,,,1000000.0,1000000.0,50.0,50.0,4100000.0,12000000,12000000.0,Thu Feb 22 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTozOTY=,Human Resources,"Santa Barbara, California",https://logo.clearbit.com/https://intronetworks.com/,introNetworks,8.0,Meditate every day.,65.0,The Death of Competition,,Jeff Bezos,,Slack,,7,Rm91bmRlcjozODY=,2.0,Yes,Mark Sylvester,https://www.linkedin.com/in/marksylvester/,UG9kY2FzdDozODY=,,False,Recruiting,https://intronetworks.com/,2003.0
54.0,54.0,7000000.0,6000000.0,100.0,,Thu Feb 15 2018 20:36:26 GMT+0000 (UTC),7.0,7.0,RmluYW5jaWFsczo1MjI=,7.02,702.0,13.0,583000.0,500000.0,10000.0,10000.0,6000000.0,6420000,,Thu Oct 20 2016 00:00:00 GMT+0000 (UTC),Q29tcGFueToxMTI=,Public Relations,"NYC, PA",https://logo.clearbit.com/brandyourself.com,BrandYourself,75.0,"“I wish that when I was building my business, I knew how important it was to have people who don’t have your strengths”",29.0,Made to Stick,http://amzn.to/2eAeD8C,Reed Hastings,https://en.wikipedia.org/wiki/Reed_Hastings,X.AI,https://x.ai/about/,No,Rm91bmRlcjoxMTI=,,,Patrick Ambron,https://www.linkedin.com/in/patrickambron,UG9kY2FzdDoxMTI=,https://soundcloud.com/nathan-latka/ep-474-sharktank-no-deal-6m,False,Online Reputation,brandyourself.com,2009.0
15.0,15.0,600000.0,600000.0,,,Fri Feb 23 2018 17:45:05 GMT+0000 (UTC),5.0,5.0,RmluYW5jaWFsczo2NTQ=,,300.0,20.0,50000.0,50000.0,3500.0,3500.0,1200000.0,600000,,Mon Feb 01 2016 00:00:00 GMT+0000 (UTC),Q29tcGFueTo4OQ==,Marketing Automation,Vancouver,https://logo.clearbit.com/https://later.com/,Latergram,11.0,You don’t need a job.,31.0,Thinking Fast and Slow,http://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman/dp/0374533555,Hiton Shah,https://en.wikipedia.org/wiki/Hiten_Shah,Fitbit,https://www.fitbit.com/,,Rm91bmRlcjo4OQ==,,,Matt Smith,,UG9kY2FzdDo4OQ==,https://soundcloud.com/nathan-latka/ep-190-how-latergram-me-grew,False,Social Media Marketing,https://later.com/,2014.0
2500.0,2500.0,3100000.0,3100000.0,20000.0,20000.0,Mon Jun 25 2018 09:58:08 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo4MzI=,12.5,250000.0,100.0,260000.0,260000.0,130.0,130.0,3000000.0,1600000,3120000.0,Fri Feb 23 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo0MjM=,Sales Automation,"Stockholm, Sweden",https://logo.clearbit.com/https://www.loop54.com/,Loop54,27.0,Let go of those management consultancy career thoughts right now. It's not for you.,31.0,The Hard Thing About Hard Things,,Jason Lemkin,,Grammarly,,7,Rm91bmRlcjo0MTM=,0.0,No,Robin Mellstrand,https://www.linkedin.com/in/robin-mellstrand-6968b812/,UG9kY2FzdDo0MTM=,,False,SEO,https://www.loop54.com/,2011.0
,48.0,,100000000.0,2000.0,2000.0,Thu Oct 18 2018 09:57:01 GMT+0000 (UTC),3.0,2.0,RmluYW5jaWFsczoxMTY3,6.25,12500.0,50.0,,8333333.0,175000.0,175000.0,125000000.0,100000000,99999996.0,Mon Jul 23 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueToxNDg=,Sales Automation,"Chandler, AZ",https://logo.clearbit.com/infusionsoft.com,InfusionSoft,600.0,Impact of intensity upon others.,46.0,Storybrand Marketing,,Jeff Bezos,,Drift,,7,Rm91bmRlcjoxNDg=,6.0,Yes,Clate Mask,https://www.linkedin.com/in/clatemask/,UG9kY2FzdDoxNDg=,,False,CRM,infusionsoft.com,2002.0
5000.0,5000.0,,3000000.0,20000.0,,Sun Apr 01 2018 19:05:56 GMT+0000 (UTC),,,RmluYW5jaWFsczo3MzU=,,,,,250000.0,,50.0,1000000.0,600000,3000000.0,Fri Apr 27 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTozMzM=,Marketing Automation,New York,https://logo.clearbit.com/http://www.fabl.co/,Fable,22.0,That staff is never easy.,36.0,Getting Naked,,Steve Jobs,,Pipedrive,,8,Rm91bmRlcjozMjc=,2.0,Yes,Taj Forer,https://www.linkedin.com/in/tajforer/,UG9kY2FzdDozMjc=,,False,Content Marketing,http://www.fabl.co/,2013.0
10000.0,10000.0,1200000.0,,,,Wed Nov 14 2018 12:04:25 GMT+0000 (UTC),0.0,0.0,RmluYW5jaWFsczoxMjk5,,,,100000.0,,10.0,10.0,1400000.0,1200000,1200000.0,Tue Sep 11 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1Mzg=,Marketing Automation,New York - Australia,https://logo.clearbit.com/https://tiltsta.com/,Tiltsta,21.0,It doesn't matter what others think.,52.0,The Lean Startup,,Gary Vaynerhuck,,Hubspot,,7,Rm91bmRlcjo1Mjg=,2.0,Yes,Bonny Morlak,https://www.linkedin.com/in/bonnymorlak/,UG9kY2FzdDo1Mjg=,,False,Social Media Marketing,https://tiltsta.com/,2016.0
9.0,9.0,54000000.0,54000000.0,,,Wed Apr 11 2018 17:11:39 GMT+0000 (UTC),,,RmluYW5jaWFsczo3NDY=,,,,4500000.0,4500000.0,500000.0,500000.0,50000000.0,36000000,54000000.0,Thu Jul 20 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueTozNDQ=,Consumer,San Francisco,https://logo.clearbit.com/https://www.scribd.com/,Scribd,120.0,Trust your gut more.,33.0,Good to Great,,Reed Hastings,,Tableau ,,7.5,Rm91bmRlcjozMzg=,0.0,Yes,Trip Adler,https://www.linkedin.com/in/tripadler/,UG9kY2FzdDozMzg=,,False,,https://www.scribd.com/,2007.0
2667.0,2667.0,492000.0,492000.0,,,Tue Feb 20 2018 20:55:53 GMT+0000 (UTC),2.0,2.0,RmluYW5jaWFsczo1NzQ=,,133350.0,50.0,41000.0,41000.0,18.0,18.0,250000.0,492000,492000.0,Thu Feb 02 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueToxMzM=,Sales Automation,Bangalore,https://logo.clearbit.com/frrole.ai,Frrole,13.0,Amarpreet would tell himself to focus and prioritize,38.0,The Hard Thing About Hard Things,http://amzn.to/2pGigR9,Travis Kalanick,https://en.wikipedia.org/wiki/Travis_Kalanick,Klout,https://klout.com,6,Rm91bmRlcjoxMzM=,1.0,,Amarpreet Kalkat,https://www.linkedin.com/in/amarpreetkalkat/$121ppe=1,UG9kY2FzdDoxMzM=,,False,Contact Data,frrole.ai,2012.0
,250000.0,12000000.0,10000000.0,,,Tue Feb 20 2018 22:22:03 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczo1Nzk=,,0.0,100.0,1000000.0,833000.0,200.0,200.0,24000000.0,9996000,,Tue Dec 06 2016 00:00:00 GMT+0000 (UTC),Q29tcGFueToxMjM=,Sales Automation,Santa Barbara,https://logo.clearbit.com/hgdata.com,HGData,80.0,"Living below your means gives you tons of options, think about your life you wanted at age 50 and work backwards, we’re running a marathon not a sprint and it takes planning, sacrifice and resilience and then don’t define success and happiness by your paycheck”",47.0,The Devil in the White City,http://amzn.to/2iNJt0Z,Henry Schuck,http://nathanlatka.com/thetop512/,Flipboard,https://flipboard.com/,No,Rm91bmRlcjoxMjM=,3.0,,Mark Godley,https://www.linkedin.com/in/markgodley,UG9kY2FzdDoxMjM=,https://soundcloud.com/nathan-latka/ep-536-hgdata-24m-raised-10m,False,Contact Data,hgdata.com,2012.0
14500.0,11200.0,,1000000.0,3000.0,,Wed Jan 31 2018 09:40:59 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczozOTc=,373.33,1120000.0,100.0,,83333.0,100.0,25.0,4000000.0,500000,999996.0,Wed Jan 31 2018 09:39:52 GMT+0000 (UTC),Q29tcGFueToyNzQ=,Team Communication,"Minneapolis, MN",https://logo.clearbit.com/https://www.fisiononline.com/,FISION,20.0,Take the time to appreciate the past and the journey.,60.0,Traction,,Tom Goodmanson,,Volerro,http://www.volerro.com/,6,Rm91bmRlcjoyNjg=,2.0,Yes,Mike Brown,https://www.linkedin.com/in/mike-brown-236b857/,UG9kY2FzdDoyNjg=,,False,File Management,https://www.fisiononline.com/,2011.0
1000.0,1000.0,70000000.0,70000000.0,16000.0,16000.0,Sat Dec 23 2017 21:02:15 GMT+0000 (UTC),1.0,,RmluYW5jaWFsczozMzQ=,2.81,45000.0,45.0,6100000.0,6100000.0,6100.0,6100.0,0.0,60000000,73200000.0,Fri Dec 22 2017 06:01:53 GMT+0000 (UTC),Q29tcGFueToyNDg=,Human Resources,"Boston, MA",https://logo.clearbit.com/https://www.predictiveindex.com/,The Predictive Index,80.0,Hit the gym more. It's the best thing for you.,48.0,Endurance,https://www.amazon.com/Endurance-Shackletons-Incredible-Alfred-Lansing/dp/0465062881,Chris Savage,,Slack,https://slack.com/,8,Rm91bmRlcjoyNDE=,2.0,Yes,Mike Zani,https://www.linkedin.com/in/mikezani/,UG9kY2FzdDoyNDE=,,False,Recruiting,https://www.predictiveindex.com/,1955.0
166.0,166.0,20000000.0,20000000.0,500.0,500.0,Sat Sep 01 2018 10:09:02 GMT+0000 (UTC),2.0,1.0,RmluYW5jaWFsczo5MTM=,7.0,3500.0,21.0,1666000.0,1666000.0,6000.0,6000.0,39000000.0,14000000,19992000.0,Mon Jul 02 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo0OTE=,Human Resources,"Boston, Massachusetts - Athens, Greece",https://logo.clearbit.com/https://www.workable.com/,Workable,170.0,Try not to plan things so much.,40.0,Fooled by Randomness,,,,Small Improvements,,8,Rm91bmRlcjo0ODE=,2.0,Yes,Nikos Moraitakis,https://www.linkedin.com/in/moraitakis/,UG9kY2FzdDo0ODE=,,False,Recruiting,https://www.workable.com/,2012.0
,20000.0,,3600000.0,80000.0,60000.0,Sat Nov 17 2018 13:00:41 GMT+0000 (UTC),3.0,2.0,RmluYW5jaWFsczoxMzEz,16.67,1000000.0,50.0,,300000.0,15.0,15.0,9000000.0,3600000,3600000.0,Thu Sep 13 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1NDE=,Technical Solutions,"Seattle, Washington",https://logo.clearbit.com/https://corp.sirqul.com/,Sirqul,20.0,How to raise money at 20 instead of bootstrapping.,46.0,Who Moved Cheese,,Jeff Bezos,,Uber Conference,,5,Rm91bmRlcjo1MzE=,2.0,Yes,Robert Frederick,https://www.linkedin.com/in/rafrederick/,UG9kY2FzdDo1MzE=,,False,Internet of Things,https://corp.sirqul.com/,2013.0
30000.0,10000.0,,2400000.0,150000.0,150000.0,Sat Dec 15 2018 12:12:32 GMT+0000 (UTC),,,RmluYW5jaWFsczoxNTA2,,,,,200000.0,30.0,20.0,6000000.0,2400000,2400000.0,Fri Sep 21 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo1NzE=,Technical Solutions,San Francisco Bay Area,https://logo.clearbit.com/https://www.switchautomation.com/,Switch Automation,45.0,"You can't plan your life, pay attention to new opportunities.",55.0,Hard thing about hard things,,Elon Musk,,Microsoft Teams,,7.5,Rm91bmRlcjo1NjE=,4.0,Yes,Deb Noller,https://www.linkedin.com/in/debnoller/,UG9kY2FzdDo1NjE=,,False,Internet of Things,https://www.switchautomation.com/,2012.0
,3000.0,6000000.0,6000000.0,5000.0,,Thu Feb 01 2018 05:06:01 GMT+0000 (UTC),,,RmluYW5jaWFsczo0MDA=,21.0,105000.0,36.0,500000.0,500000.0,1000.0,100.0,20000000.0,2600000,6000000.0,Thu Feb 01 2018 05:06:02 GMT+0000 (UTC),Q29tcGFueToyNzc=,Marketing Automation,"San Francisco, CA",https://logo.clearbit.com/https://apptimize.com/,Apptimize,45.0,,32.0,The hard thing about hard things,,Bradley Kam,,SalesLoft,https://salesloft.com/,7,Rm91bmRlcjoyNzE=,0.0,No,Nancy Hua,https://www.linkedin.com/in/nancyhua/,UG9kY2FzdDoyNzE=,,False,A/B Testing,https://apptimize.com/,2014.0
1400.0,1400.0,50000000.0,,20000.0,20000.0,Fri Apr 20 2018 10:09:38 GMT+0000 (UTC),0.0,0.0,RmluYW5jaWFsczo3NTk=,,,,4000000.0,,3000.0,3000.0,58300000.0,48000000,48000000.0,Thu Aug 03 2017 00:00:00 GMT+0000 (UTC),Q29tcGFueTozNTM=,Business Intelligence,San Francisco,https://logo.clearbit.com/http://duettocloud.com/,Duetto,105.0,I wish that I had believed that it was okay for me to be happy back then.,39.0,Crossing the Chasm,,Matthew Prince,,Gnome,,7,Rm91bmRlcjozNDc=,3.0,No,Patrick Bosworth,https://www.linkedin.com/in/ptbosworth/,UG9kY2FzdDozNDc=,,False,Internal Data,http://duettocloud.com/,2012.0
380.0,380.0,1140000.0,1140000.0,,,Tue Jan 22 2019 10:51:36 GMT+0000 (UTC),3.0,3.0,RmluYW5jaWFsczoxNjA1,,12665.4,33.33,95000.0,95000.0,250.0,250.0,1100000.0,1140000,1140000.0,Tue Sep 25 2018 00:00:00 GMT+0000 (UTC),Q29tcGFueTo2MDY=,Marketing Automation,"Romania, Poland",https://logo.clearbit.com/https://www.omniconvert.com/,Omniconvert,37.0,"Your mind can trick you, check your decision making systems.",38.0,Play Bigger,,Florin Talpeş,,PhantonBuster,,7.5,Rm91bmRlcjo1OTY=,2.0,Yes,Valentin Radu,https://www.linkedin.com/in/valentinradu/,UG9kY2FzdDo1OTY=,,False,A/B Testing,https://www.omniconvert.com/,2014.0
