CSDUID,CSD Name,Year,Indicator,Value
4803011,Pincher Creek No. 9,2010,Number of Businesses,90
4803014,Pincher Creek,2010,Number of Businesses,335
4803018,Willow Creek No. 26,2010,Number of Businesses,62
4803019,Fort Macleod,2010,Number of Businesses,232
4803022,Claresholm,2010,Number of Businesses,217
4803026,Nanton,2010,Number of Businesses,165
4811802,Pigeon Lake 138A,2010,Number of Businesses,21
4803802,Blood 148,2010,Number of Businesses,19
4804001,Acadia No. 34,2010,Number of Businesses,29
4804004,Special Area No. 2,2010,Number of Businesses,219
4804006,Empress,2010,Number of Businesses,7
4804011,Hanna,2010,Number of Businesses,14
4804012,Special Area No. 3,2010,Number of Businesses,38
4804014,Oyen,2010,Number of Businesses,92
4804019,Youngstown,2010,Number of Businesses,22
4804020,Special Area No. 4,2010,Number of Businesses,60
4804022,Consort,2010,Number of Businesses,118
4805001,Vulcan County,2010,Number of Businesses,164
4805006,Vulcan,2010,Number of Businesses,158
4805012,Wheatland County,2010,Number of Businesses,602
4805018,Strathmore,2010,Number of Businesses,599
4805022,Rockyford,2010,Number of Businesses,39
4805026,Drumheller,2010,Number of Businesses,85
4805031,Starland County,2010,Number of Businesses,72
4805041,Kneehill County,2010,Number of Businesses,35
4805042,Carbon,2010,Number of Businesses,26
4805044,Acme,2010,Number of Businesses,51
4805046,Linden,2010,Number of Businesses,76
4805048,Three Hills,2010,Number of Businesses,243
4805049,Trochu,2010,Number of Businesses,128
4805802,Siksika 146,2010,Number of Businesses,22
4806001,Foothills No. 31,2010,Number of Businesses,745
4806006,High River,2010,Number of Businesses,622
4806008,Longview,2010,Number of Businesses,40
4806009,Turner Valley,2010,Number of Businesses,96
4806011,Black Diamond,2010,Number of Businesses,102
4806012,Okotoks,2010,Number of Businesses,1067
4806014,Rocky View County,2010,Number of Businesses,1616
4806016,Calgary,2010,Number of Businesses,44433
4806017,Chestermere,2010,Number of Businesses,545
4806019,Cochrane,2010,Number of Businesses,814
4806021,Airdrie,2010,Number of Businesses,1080
4806022,Irricana,2010,Number of Businesses,49
4806024,Beiseker,2010,Number of Businesses,57
4806026,Crossfield,2010,Number of Businesses,207
4806028,Mountain View County,2010,Number of Businesses,40
4806029,Carstairs,2010,Number of Businesses,182
4806031,Cremona,2010,Number of Businesses,48
4806032,Didsbury,2010,Number of Businesses,294
4806034,Olds,2010,Number of Businesses,616
4806036,Sundre,2010,Number of Businesses,393
4807001,Provost No. 52,2010,Number of Businesses,134
4807002,Provost,2010,Number of Businesses,298
4807011,Paintearth County No. 18,2010,Number of Businesses,11
4807012,Coronation,2010,Number of Businesses,135
4807014,Castor,2010,Number of Businesses,81
4807019,Stettler County No. 6,2010,Number of Businesses,118
4807026,Stettler,2010,Number of Businesses,539
4807028,Rochon Sands,2010,Number of Businesses,2
4807031,Flagstaff County,2010,Number of Businesses,334
4807038,Heisler,2010,Number of Businesses,19
4807039,Daysland,2010,Number of Businesses,87
4807042,Killam,2010,Number of Businesses,111
4807048,Hardisty,2010,Number of Businesses,72
4807049,Wainwright No. 61,2010,Number of Businesses,5
4807051,Chauvin,2010,Number of Businesses,50
4807052,Edgerton,2010,Number of Businesses,47
4807054,Wainwright,2010,Number of Businesses,441
4807056,Irma,2010,Number of Businesses,65
4808001,Red Deer County,2010,Number of Businesses,848
4808004,Delburne,2010,Number of Businesses,71
4808005,Jarvis Bay,2010,Number of Businesses,13
4808008,Innisfail,2010,Number of Businesses,519
4808009,Penhold,2010,Number of Businesses,90
4808011,Red Deer,2010,Number of Businesses,3857
4808012,Sylvan Lake,2010,Number of Businesses,424
4808013,Norglenwold,2010,Number of Businesses,22
4808022,Lacombe County,2010,Number of Businesses,128
4808023,Birchcliff,2010,Number of Businesses,9
4808024,Eckville,2010,Number of Businesses,186
4808026,Bentley,2010,Number of Businesses,113
4808029,Blackfalds,2010,Number of Businesses,218
4808031,Lacombe,2010,Number of Businesses,847
4808032,Clive,2010,Number of Businesses,70
4808038,Ponoka County,2010,Number of Businesses,188
4808039,Ponoka,2010,Number of Businesses,524
4809002,Clearwater County,2010,Number of Businesses,521
4809015,Rocky Mountain House,2010,Number of Businesses,855
4809810,Big Horn 144A,2010,Number of Businesses,17
4810001,Camrose County,2010,Number of Businesses,237
4810006,Edberg,2010,Number of Businesses,32
4810011,Camrose,2010,Number of Businesses,959
4810016,Beaver County,2010,Number of Businesses,275
4810019,Ryley,2010,Number of Businesses,39
4810022,Viking,2010,Number of Businesses,138
4810026,Minburn County No. 27,2010,Number of Businesses,41
4810028,Vegreville,2010,Number of Businesses,338
4810032,Minburn,2010,Number of Businesses,7
4810034,Mannville,2010,Number of Businesses,68
4810036,Vermilion River County,2010,Number of Businesses,249
4810039,Lloydminster (Part),2010,Number of Businesses,1033
4810041,Kitscoty,2010,Number of Businesses,88
4810042,Vermilion,2010,Number of Businesses,330
4810048,Two Hills County No. 21,2010,Number of Businesses,64
4819006,Grande Prairie County No. 1,2010,Number of Businesses,720
4810052,Two Hills,2010,Number of Businesses,78
4810061,Mundare,2010,Number of Businesses,40
4810064,Lamont,2010,Number of Businesses,82
4810066,Bruderheim,2010,Number of Businesses,39
4811001,Wetaskiwin County No. 10,2010,Number of Businesses,198
4811002,Wetaskiwin,2010,Number of Businesses,619
4817076,Northern Lights County,2010,Number of Businesses,47
4811011,Millet,2010,Number of Businesses,189
4811012,Leduc County,2010,Number of Businesses,614
4811013,Beaumont,2010,Number of Businesses,315
4811016,Leduc,2010,Number of Businesses,1051
4811018,Devon,2010,Number of Businesses,222
4811019,Calmar,2010,Number of Businesses,143
4811021,Thorsby,2010,Number of Businesses,130
4811024,Warburg,2010,Number of Businesses,76
4811031,Drayton Valley,2010,Number of Businesses,888
4811032,Brazeau County,2010,Number of Businesses,213
4811034,Parkland County,2010,Number of Businesses,1033
4811038,Seba Beach,2010,Number of Businesses,24
4811046,Spring Lake,2010,Number of Businesses,12
4811048,Stony Plain,2010,Number of Businesses,845
4811049,Spruce Grove,2010,Number of Businesses,938
4811052,Strathcona County,2010,Number of Businesses,3530
4811056,Fort Saskatchewan,2010,Number of Businesses,641
4811059,Sturgeon County,2010,Number of Businesses,535
4811061,Edmonton,2010,Number of Businesses,30811
4811062,St. Albert,2010,Number of Businesses,2367
4811064,Gibbons,2010,Number of Businesses,150
4811065,Redwater,2010,Number of Businesses,1
4811068,Morinville,2010,Number of Businesses,331
4811069,Legal,2010,Number of Businesses,83
4811801,Ermineskin 138,2010,Number of Businesses,41
4811804,Stony Plain 135,2010,Number of Businesses,16
4812002,Cold Lake,2010,Number of Businesses,287
4812004,Bonnyville No. 87,2010,Number of Businesses,544
4812009,Bonnyville,2010,Number of Businesses,742
4812014,St. Paul County No. 19,2010,Number of Businesses,286
4812018,St. Paul,2010,Number of Businesses,493
4812022,Smoky Lake County,2010,Number of Businesses,164
4812024,Vilna,2010,Number of Businesses,3
4815015,Bighorn No. 8,2010,Number of Businesses,364
4812802,Unipouheos 121,2010,Number of Businesses,4
4813061,Whispering Hills,2010,Number of Businesses,12
4812810,Cold Lake 149,2010,Number of Businesses,9
4812811,Kehewin 123,2010,Number of Businesses,7
4813001,Lac Ste. Anne County,2010,Number of Businesses,266
4817031,Opportunity No. 17,2010,Number of Businesses,13
4813012,Alberta Beach,2010,Number of Businesses,45
4813014,Onoway,2010,Number of Businesses,243
4813019,Barrhead,2010,Number of Businesses,448
4813028,Westlock County,2010,Number of Businesses,157
4813029,Woodlands County,2010,Number of Businesses,243
4813030,Whitecourt,2010,Number of Businesses,828
4813031,Westlock,2010,Number of Businesses,372
4813036,Thorhild County No. 7,2010,Number of Businesses,27
4813044,Athabasca County,2010,Number of Businesses,93
4813046,Boyle,2010,Number of Businesses,111
4813047,Sunset Beach,2010,Number of Businesses,1
4813048,Athabasca,2010,Number of Businesses,323
4813049,Island Lake,2010,Number of Businesses,6
4813051,Island Lake South,2010,Number of Businesses,1
4813055,South Baptiste,2010,Number of Businesses,1
4813057,West Baptiste,2010,Number of Businesses,2
4814003,Yellowhead County,2010,Number of Businesses,230
4814019,Hinton,2010,Number of Businesses,613
4814024,Edson,2010,Number of Businesses,836
4815007,Crowsnest Pass,2010,Number of Businesses,241
4815013,Kananaskis,2010,Number of Businesses,11
4815023,Canmore,2010,Number of Businesses,764
4815033,Jasper,2010,Number of Businesses,266
4815035,Banff,2010,Number of Businesses,418
4816037,Wood Buffalo,2010,Number of Businesses,1777
4810068,Improvement District No. 13 Elk Island,2010,Number of Businesses,1
4816817,Janvier 194,2010,Number of Businesses,17
4817021,High Prairie,2010,Number of Businesses,319
4817024,Swan Hills,2010,Number of Businesses,118
4817026,Northern Sunrise County,2010,Number of Businesses,99
4817027,Big Lakes,2010,Number of Businesses,35
4817029,Slave Lake,2010,Number of Businesses,651
4817033,Lesser Slave River No.124,2010,Number of Businesses,52
4817825,Clear Hills 152C,2010,Number of Businesses,110
4817064,Hines Creek,2010,Number of Businesses,71
4817078,Manning,2010,Number of Businesses,207
4817093,High Level,2010,Number of Businesses,291
4817095,Mackenzie County,2010,Number of Businesses,450
4817097,Rainbow Lake,2010,Number of Businesses,61
4817817,Jean Baptiste Gambler 183,2010,Number of Businesses,8
4817819,Wabasca 166A,2010,Number of Businesses,67
4817824,Utikoomak Lake 155,2010,Number of Businesses,8
4817829,Sucker Creek 150A,2010,Number of Businesses,10
4817831,Swan River 150E,2010,Number of Businesses,35
4817835,Fox Lake 162,2010,Number of Businesses,1
4817845,Hay Lake 209,2010,Number of Businesses,6
4817856,Woodland Cree 226,2010,Number of Businesses,5
4817860,Loon Lake 235,2010,Number of Businesses,57
4818002,Fox Creek,2010,Number of Businesses,151
4818005,Grande Cache,2010,Number of Businesses,164
4818015,Greenview No. 16,2010,Number of Businesses,431
4818816,Sturgeon Lake 154,2010,Number of Businesses,5
4819008,Hythe,2010,Number of Businesses,92
4819009,Beaverlodge,2010,Number of Businesses,295
4819012,Grande Prairie,2010,Number of Businesses,3385
4819014,Sexsmith,2010,Number of Businesses,2
4819038,Peace River,2010,Number of Businesses,547
4819041,Smoky River No. 130,2010,Number of Businesses,174
4819042,McLennan,2010,Number of Businesses,38
4819044,Donnelly,2010,Number of Businesses,27
4819049,Birch Hills County,2010,Number of Businesses,86
4819056,Rycroft,2010,Number of Businesses,85
4819058,Spirit River,2010,Number of Businesses,164
4819059,Saddle Hills County,2010,Number of Businesses,123
4819066,Fairview No. 136,2010,Number of Businesses,6
4819068,Fairview,2010,Number of Businesses,356
4819071,Peace No. 135,2010,Number of Businesses,8
4819072,Berwyn,2010,Number of Businesses,40
4819074,Grimshaw,2010,Number of Businesses,214
4801003,Cypress County,2011,Number of Businesses,265
4801006,Medicine Hat,2011,Number of Businesses,2363
4801008,Forty Mile County No. 8,2011,Number of Businesses,66
4801009,Foremost,2011,Number of Businesses,74
4801014,Bow Island,2011,Number of Businesses,154
4801018,Redcliff,2011,Number of Businesses,238
4802001,Warner County No. 5,2011,Number of Businesses,228
4802002,Coutts,2011,Number of Businesses,18
4802006,Warner,2011,Number of Businesses,45
4802009,Stirling,2011,Number of Businesses,31
4802011,Lethbridge County,2011,Number of Businesses,293
4802012,Lethbridge,2011,Number of Businesses,3363
4802013,Coalhurst,2011,Number of Businesses,69
4802014,Nobleford,2011,Number of Businesses,43
4802016,Barons,2011,Number of Businesses,19
4802019,Coaldale,2011,Number of Businesses,351
4802022,Taber,2011,Number of Businesses,780
4802031,Newell County,2011,Number of Businesses,853
4813018,Barrhead County No. 11,2011,Number of Businesses,96
4802034,Brooks,2011,Number of Businesses,402
4802036,Duchess,2011,Number of Businesses,88
4803001,Cardston County,2011,Number of Businesses,23
4803002,Magrath,2011,Number of Businesses,81
4812038,Improvement District No. 349,2011,Number of Businesses,45
4803004,Cardston,2011,Number of Businesses,196
4810058,Lamont County,2011,Number of Businesses,91
4803011,Pincher Creek No. 9,2011,Number of Businesses,93
4803014,Pincher Creek,2011,Number of Businesses,336
4803018,Willow Creek No. 26,2011,Number of Businesses,58
4803019,Fort Macleod,2011,Number of Businesses,229
4803022,Claresholm,2011,Number of Businesses,218
4803026,Nanton,2011,Number of Businesses,173
4811802,Pigeon Lake 138A,2011,Number of Businesses,20
4803802,Blood 148,2011,Number of Businesses,17
4804001,Acadia No. 34,2011,Number of Businesses,31
4804004,Special Area No. 2,2011,Number of Businesses,220
4804006,Empress,2011,Number of Businesses,9
4804011,Hanna,2011,Number of Businesses,14
4804012,Special Area No. 3,2011,Number of Businesses,38
4804014,Oyen,2011,Number of Businesses,88
4804019,Youngstown,2011,Number of Businesses,20
4804020,Special Area No. 4,2011,Number of Businesses,57
4804022,Consort,2011,Number of Businesses,111
4805001,Vulcan County,2011,Number of Businesses,156
4805006,Vulcan,2011,Number of Businesses,153
4805012,Wheatland County,2011,Number of Businesses,604
4805018,Strathmore,2011,Number of Businesses,567
4805022,Rockyford,2011,Number of Businesses,34
4805026,Drumheller,2011,Number of Businesses,79
4805031,Starland County,2011,Number of Businesses,68
4805041,Kneehill County,2011,Number of Businesses,30
4805042,Carbon,2011,Number of Businesses,24
4805044,Acme,2011,Number of Businesses,52
4805046,Linden,2011,Number of Businesses,79
4805048,Three Hills,2011,Number of Businesses,239
4805049,Trochu,2011,Number of Businesses,128
4805802,Siksika 146,2011,Number of Businesses,28
4806001,Foothills No. 31,2011,Number of Businesses,750
4806006,High River,2011,Number of Businesses,604
4806008,Longview,2011,Number of Businesses,37
4806009,Turner Valley,2011,Number of Businesses,87
4806011,Black Diamond,2011,Number of Businesses,97
4806012,Okotoks,2011,Number of Businesses,1107
4806014,Rocky View County,2011,Number of Businesses,1654
4806016,Calgary,2011,Number of Businesses,44652
4806017,Chestermere,2011,Number of Businesses,567
4806019,Cochrane,2011,Number of Businesses,821
4806021,Airdrie,2011,Number of Businesses,1100
4806022,Irricana,2011,Number of Businesses,51
4806024,Beiseker,2011,Number of Businesses,58
4806026,Crossfield,2011,Number of Businesses,203
4806028,Mountain View County,2011,Number of Businesses,43
4806029,Carstairs,2011,Number of Businesses,190
4806031,Cremona,2011,Number of Businesses,48
4806032,Didsbury,2011,Number of Businesses,293
4806034,Olds,2011,Number of Businesses,630
4806036,Sundre,2011,Number of Businesses,396
4807001,Provost No. 52,2011,Number of Businesses,139
4807002,Provost,2011,Number of Businesses,289
4807011,Paintearth County No. 18,2011,Number of Businesses,12
4807012,Coronation,2011,Number of Businesses,139
4807014,Castor,2011,Number of Businesses,85
4807019,Stettler County No. 6,2011,Number of Businesses,112
4807026,Stettler,2011,Number of Businesses,557
4807028,Rochon Sands,2011,Number of Businesses,2
4807031,Flagstaff County,2011,Number of Businesses,331
4807038,Heisler,2011,Number of Businesses,19
4807039,Daysland,2011,Number of Businesses,88
4807042,Killam,2011,Number of Businesses,113
4807048,Hardisty,2011,Number of Businesses,73
4807049,Wainwright No. 61,2011,Number of Businesses,5
4807051,Chauvin,2011,Number of Businesses,51
4807052,Edgerton,2011,Number of Businesses,53
4807054,Wainwright,2011,Number of Businesses,449
4807056,Irma,2011,Number of Businesses,66
4808001,Red Deer County,2011,Number of Businesses,884
4808004,Delburne,2011,Number of Businesses,73
4808005,Jarvis Bay,2011,Number of Businesses,14
4808008,Innisfail,2011,Number of Businesses,510
4808009,Penhold,2011,Number of Businesses,88
4808011,Red Deer,2011,Number of Businesses,3837
4808012,Sylvan Lake,2011,Number of Businesses,434
4808013,Norglenwold,2011,Number of Businesses,20
4808022,Lacombe County,2011,Number of Businesses,119
4808023,Birchcliff,2011,Number of Businesses,10
4808024,Eckville,2011,Number of Businesses,188
4808025,Half Moon Bay,2011,Number of Businesses,1
4808026,Bentley,2011,Number of Businesses,116
4808029,Blackfalds,2011,Number of Businesses,222
4808031,Lacombe,2011,Number of Businesses,813
4808032,Clive,2011,Number of Businesses,61
4808038,Ponoka County,2011,Number of Businesses,254
4808039,Ponoka,2011,Number of Businesses,508
4809002,Clearwater County,2011,Number of Businesses,508
4809015,Rocky Mountain House,2011,Number of Businesses,842
4809810,Big Horn 144A,2011,Number of Businesses,15
4810001,Camrose County,2011,Number of Businesses,234
4810006,Edberg,2011,Number of Businesses,33
4810011,Camrose,2011,Number of Businesses,948
4810016,Beaver County,2011,Number of Businesses,279
4810022,Viking,2011,Number of Businesses,143
4810026,Minburn County No. 27,2011,Number of Businesses,40
4810028,Vegreville,2011,Number of Businesses,319
4810032,Minburn,2011,Number of Businesses,11
4810034,Mannville,2011,Number of Businesses,65
4810036,Vermilion River County,2011,Number of Businesses,246
4810039,Lloydminster (Part),2011,Number of Businesses,1034
4810041,Kitscoty,2011,Number of Businesses,87
4810042,Vermilion,2011,Number of Businesses,335
4810048,Two Hills County No. 21,2011,Number of Businesses,67
4819006,Grande Prairie County No. 1,2011,Number of Businesses,721
4810052,Two Hills,2011,Number of Businesses,79
4810061,Mundare,2011,Number of Businesses,41
4810064,Lamont,2011,Number of Businesses,86
4810066,Bruderheim,2011,Number of Businesses,32
4811001,Wetaskiwin County No. 10,2011,Number of Businesses,136
4811002,Wetaskiwin,2011,Number of Businesses,632
4817076,Northern Lights County,2011,Number of Businesses,50
4811011,Millet,2011,Number of Businesses,178
4811012,Leduc County,2011,Number of Businesses,631
4811013,Beaumont,2011,Number of Businesses,308
4811016,Leduc,2011,Number of Businesses,1051
4811018,Devon,2011,Number of Businesses,223
4811019,Calmar,2011,Number of Businesses,140
4811021,Thorsby,2011,Number of Businesses,135
4811024,Warburg,2011,Number of Businesses,77
4811031,Drayton Valley,2011,Number of Businesses,886
4811032,Brazeau County,2011,Number of Businesses,210
4811034,Parkland County,2011,Number of Businesses,993
4811038,Seba Beach,2011,Number of Businesses,25
4811046,Spring Lake,2011,Number of Businesses,15
4811048,Stony Plain,2011,Number of Businesses,855
4811049,Spruce Grove,2011,Number of Businesses,935
4811052,Strathcona County,2011,Number of Businesses,3468
4811056,Fort Saskatchewan,2011,Number of Businesses,642
4811059,Sturgeon County,2011,Number of Businesses,600
4811061,Edmonton,2011,Number of Businesses,30624
4811062,St. Albert,2011,Number of Businesses,2322
4811064,Gibbons,2011,Number of Businesses,147
4811065,Redwater,2011,Number of Businesses,1
4811068,Morinville,2011,Number of Businesses,341
4811069,Legal,2011,Number of Businesses,84
4811801,Ermineskin 138,2011,Number of Businesses,41
4811804,Stony Plain 135,2011,Number of Businesses,16
4812002,Cold Lake,2011,Number of Businesses,288
4812004,Bonnyville No. 87,2011,Number of Businesses,531
4812009,Bonnyville,2011,Number of Businesses,743
4812014,St. Paul County No. 19,2011,Number of Businesses,288
4812018,St. Paul,2011,Number of Businesses,495
4812022,Smoky Lake County,2011,Number of Businesses,171
4812024,Vilna,2011,Number of Businesses,3
4815015,Bighorn No. 8,2011,Number of Businesses,358
4812802,Unipouheos 121,2011,Number of Businesses,3
4813061,Whispering Hills,2011,Number of Businesses,15
4812811,Kehewin 123,2011,Number of Businesses,5
4813001,Lac Ste. Anne County,2011,Number of Businesses,264
4817031,Opportunity No. 17,2011,Number of Businesses,11
4813012,Alberta Beach,2011,Number of Businesses,40
4813014,Onoway,2011,Number of Businesses,239
4813019,Barrhead,2011,Number of Businesses,439
4813028,Westlock County,2011,Number of Businesses,165
4813029,Woodlands County,2011,Number of Businesses,243
4813030,Whitecourt,2011,Number of Businesses,820
4813031,Westlock,2011,Number of Businesses,351
4813036,Thorhild County No. 7,2011,Number of Businesses,21
4813044,Athabasca County,2011,Number of Businesses,90
4813046,Boyle,2011,Number of Businesses,112
4813048,Athabasca,2011,Number of Businesses,335
4813049,Island Lake,2011,Number of Businesses,7
4813051,Island Lake South,2011,Number of Businesses,1
4813055,South Baptiste,2011,Number of Businesses,1
4813057,West Baptiste,2011,Number of Businesses,2
4814003,Yellowhead County,2011,Number of Businesses,247
4814019,Hinton,2011,Number of Businesses,580
4814024,Edson,2011,Number of Businesses,795
4815007,Crowsnest Pass,2011,Number of Businesses,235
4815013,Kananaskis,2011,Number of Businesses,9
4815023,Canmore,2011,Number of Businesses,742
4815033,Jasper,2011,Number of Businesses,272
4815035,Banff,2011,Number of Businesses,391
4816037,Wood Buffalo,2011,Number of Businesses,1777
4816817,Janvier 194,2011,Number of Businesses,14
4817021,High Prairie,2011,Number of Businesses,310
4817024,Swan Hills,2011,Number of Businesses,117
4817026,Northern Sunrise County,2011,Number of Businesses,99
4817027,Big Lakes,2011,Number of Businesses,43
4817029,Slave Lake,2011,Number of Businesses,619
4817033,Lesser Slave River No.124,2011,Number of Businesses,52
4817825,Clear Hills 152C,2011,Number of Businesses,114
4817064,Hines Creek,2011,Number of Businesses,74
4817078,Manning,2011,Number of Businesses,202
4817093,High Level,2011,Number of Businesses,284
4817095,Mackenzie County,2011,Number of Businesses,450
4817097,Rainbow Lake,2011,Number of Businesses,58
4817817,Jean Baptiste Gambler 183,2011,Number of Businesses,11
4817819,Wabasca 166A,2011,Number of Businesses,65
4817824,Utikoomak Lake 155,2011,Number of Businesses,8
4817829,Sucker Creek 150A,2011,Number of Businesses,11
4817831,Swan River 150E,2011,Number of Businesses,36
4817835,Fox Lake 162,2011,Number of Businesses,2
4817845,Hay Lake 209,2011,Number of Businesses,6
4817849,Upper Hay River 212,2011,Number of Businesses,1
4817856,Woodland Cree 226,2011,Number of Businesses,6
4817860,Loon Lake 235,2011,Number of Businesses,60
4818002,Fox Creek,2011,Number of Businesses,147
4818005,Grande Cache,2011,Number of Businesses,155
4818015,Greenview No. 16,2011,Number of Businesses,420
4818816,Sturgeon Lake 154,2011,Number of Businesses,7
4819008,Hythe,2011,Number of Businesses,98
4819009,Beaverlodge,2011,Number of Businesses,293
4819012,Grande Prairie,2011,Number of Businesses,3406
4819014,Sexsmith,2011,Number of Businesses,2
4819038,Peace River,2011,Number of Businesses,544
4819041,Smoky River No. 130,2011,Number of Businesses,182
4819042,McLennan,2011,Number of Businesses,36
4819044,Donnelly,2011,Number of Businesses,27
4819049,Birch Hills County,2011,Number of Businesses,88
4819056,Rycroft,2011,Number of Businesses,83
4819058,Spirit River,2011,Number of Businesses,164
4819059,Saddle Hills County,2011,Number of Businesses,116
4819066,Fairview No. 136,2011,Number of Businesses,4
4819068,Fairview,2011,Number of Businesses,347
4819071,Peace No. 135,2011,Number of Businesses,8
4819072,Berwyn,2011,Number of Businesses,34
4819074,Grimshaw,2011,Number of Businesses,207
4801003,Cypress County,2012,Number of Businesses,279
4801006,Medicine Hat,2012,Number of Businesses,2348
4801008,Forty Mile County No. 8,2012,Number of Businesses,76
4801009,Foremost,2012,Number of Businesses,80
4801014,Bow Island,2012,Number of Businesses,153
4801018,Redcliff,2012,Number of Businesses,248
4802001,Warner County No. 5,2012,Number of Businesses,237
4802002,Coutts,2012,Number of Businesses,20
4802006,Warner,2012,Number of Businesses,35
4802009,Stirling,2012,Number of Businesses,36
4802011,Lethbridge County,2012,Number of Businesses,332
4802012,Lethbridge,2012,Number of Businesses,3369
4802013,Coalhurst,2012,Number of Businesses,75
4802014,Nobleford,2012,Number of Businesses,50
4802016,Barons,2012,Number of Businesses,17
4802019,Coaldale,2012,Number of Businesses,329
4802022,Taber,2012,Number of Businesses,805
4802031,Newell County,2012,Number of Businesses,861
4813018,Barrhead County No. 11,2012,Number of Businesses,110
4802034,Brooks,2012,Number of Businesses,434
4802036,Duchess,2012,Number of Businesses,85
4803001,Cardston County,2012,Number of Businesses,28
4803002,Magrath,2012,Number of Businesses,79
4812038,Improvement District No. 349,2012,Number of Businesses,71
4803004,Cardston,2012,Number of Businesses,198
4810058,Lamont County,2012,Number of Businesses,99
4803011,Pincher Creek No. 9,2012,Number of Businesses,90
4803014,Pincher Creek,2012,Number of Businesses,349
4803018,Willow Creek No. 26,2012,Number of Businesses,61
4803019,Fort Macleod,2012,Number of Businesses,223
4803022,Claresholm,2012,Number of Businesses,214
4803026,Nanton,2012,Number of Businesses,180
4811802,Pigeon Lake 138A,2012,Number of Businesses,23
4803802,Blood 148,2012,Number of Businesses,27
4804001,Acadia No. 34,2012,Number of Businesses,28
4804004,Special Area No. 2,2012,Number of Businesses,214
4804006,Empress,2012,Number of Businesses,11
4804011,Hanna,2012,Number of Businesses,18
4804012,Special Area No. 3,2012,Number of Businesses,43
4804014,Oyen,2012,Number of Businesses,95
4804019,Youngstown,2012,Number of Businesses,24
4804020,Special Area No. 4,2012,Number of Businesses,54
4804022,Consort,2012,Number of Businesses,108
4805001,Vulcan County,2012,Number of Businesses,130
4805006,Vulcan,2012,Number of Businesses,162
4805008,Lomond,2012,Number of Businesses,35
4805012,Wheatland County,2012,Number of Businesses,602
4805018,Strathmore,2012,Number of Businesses,555
4805022,Rockyford,2012,Number of Businesses,41
4805026,Drumheller,2012,Number of Businesses,92
4805031,Starland County,2012,Number of Businesses,73
4805041,Kneehill County,2012,Number of Businesses,34
4805042,Carbon,2012,Number of Businesses,30
4805044,Acme,2012,Number of Businesses,58
4805046,Linden,2012,Number of Businesses,84
4805048,Three Hills,2012,Number of Businesses,233
4805049,Trochu,2012,Number of Businesses,134
4805802,Siksika 146,2012,Number of Businesses,34
4806001,Foothills No. 31,2012,Number of Businesses,753
4806006,High River,2012,Number of Businesses,625
4806008,Longview,2012,Number of Businesses,40
4806009,Turner Valley,2012,Number of Businesses,88
4806011,Black Diamond,2012,Number of Businesses,99
4806012,Okotoks,2012,Number of Businesses,1149
4806014,Rocky View County,2012,Number of Businesses,1744
4806016,Calgary,2012,Number of Businesses,45710
4806017,Chestermere,2012,Number of Businesses,594
4806019,Cochrane,2012,Number of Businesses,831
4806021,Airdrie,2012,Number of Businesses,1175
4806022,Irricana,2012,Number of Businesses,49
4806024,Beiseker,2012,Number of Businesses,57
4806026,Crossfield,2012,Number of Businesses,223
4806028,Mountain View County,2012,Number of Businesses,43
4806029,Carstairs,2012,Number of Businesses,195
4806031,Cremona,2012,Number of Businesses,52
4806032,Didsbury,2012,Number of Businesses,322
4806034,Olds,2012,Number of Businesses,592
4806036,Sundre,2012,Number of Businesses,398
4807001,Provost No. 52,2012,Number of Businesses,145
4807002,Provost,2012,Number of Businesses,283
4807011,Paintearth County No. 18,2012,Number of Businesses,17
4807012,Coronation,2012,Number of Businesses,142
4807014,Castor,2012,Number of Businesses,81
4807019,Stettler County No. 6,2012,Number of Businesses,122
4807026,Stettler,2012,Number of Businesses,537
4807028,Rochon Sands,2012,Number of Businesses,2
4807031,Flagstaff County,2012,Number of Businesses,352
4807038,Heisler,2012,Number of Businesses,15
4807039,Daysland,2012,Number of Businesses,91
4807042,Killam,2012,Number of Businesses,116
4807048,Hardisty,2012,Number of Businesses,77
4807049,Wainwright No. 61,2012,Number of Businesses,11
4807051,Chauvin,2012,Number of Businesses,51
4807052,Edgerton,2012,Number of Businesses,51
4807054,Wainwright,2012,Number of Businesses,442
4807056,Irma,2012,Number of Businesses,73
4808001,Red Deer County,2012,Number of Businesses,1000
4808004,Delburne,2012,Number of Businesses,77
4808005,Jarvis Bay,2012,Number of Businesses,15
4808008,Innisfail,2012,Number of Businesses,504
4808009,Penhold,2012,Number of Businesses,98
4808011,Red Deer,2012,Number of Businesses,3853
4808012,Sylvan Lake,2012,Number of Businesses,452
4808013,Norglenwold,2012,Number of Businesses,20
4808022,Lacombe County,2012,Number of Businesses,134
4808023,Birchcliff,2012,Number of Businesses,8
4808024,Eckville,2012,Number of Businesses,201
4808025,Half Moon Bay,2012,Number of Businesses,3
4808026,Bentley,2012,Number of Businesses,121
4808029,Blackfalds,2012,Number of Businesses,235
4808031,Lacombe,2012,Number of Businesses,773
4808032,Clive,2012,Number of Businesses,67
4808038,Ponoka County,2012,Number of Businesses,259
4808039,Ponoka,2012,Number of Businesses,472
4809002,Clearwater County,2012,Number of Businesses,594
4809015,Rocky Mountain House,2012,Number of Businesses,853
4809810,Big Horn 144A,2012,Number of Businesses,18
4810001,Camrose County,2012,Number of Businesses,259
